country,founded,id,industry,linkedin_url,city,name,state,size,website,lat,lng
nigeria,2018,techbots,,linkedin.com/company/techbots,ikeja,techbots,lagos,11-50,teckbots.com,6.6,3.35
nigeria,2018,tba-design-studio,real estate,linkedin.com/company/tba-design-studio,ikoyi,tba design studio,lagos,1-10,tbadesignstudio.com,6.4525,3.4358
nigeria,2018,ayomatics-autogarage,,linkedin.com/company/ayomatics-autogarage,ikeja,ayomatics autogarage,lagos,1-10,ayomaticsautogarage.com,6.6,3.35
nigeria,2018,akindelagro,food & beverages,linkedin.com/company/akindelagro,oshodi,akindel agro,lagos,1-10,akindelagro.com,6.555,3.3436
nigeria,2018,ifektive-digital-solutions-agency-ltd,,linkedin.com/company/ifektive-digital-solutions-agency-ltd,lagos,ifektive digital solutions agency ltd,lagos,1-10,ifektive.com,6.455,3.3841
nigeria,2018,cubithzenergy,oil & energy,linkedin.com/company/cubithzenergy,ikeja,cubithz energy company limited,lagos,201-500,cubithzenergy.com,6.6,3.35
nigeria,2018,vicary-realtors,real estate,linkedin.com/company/vicary-realtors,akute,vicary realtors,oyo,1-10,vicaryrealtors.com,,
nigeria,2018,regamosfoundation,non-profit organization management,linkedin.com/company/regamosfoundation,,regamos foundation,lagos,201-500,,,
nigeria,2018,rich-homes-nigeria,real estate,linkedin.com/company/rich-homes-nigeria,lagos,rich homes nigeria,lagos,1-10,,6.455,3.3841
nigeria,2018,dapp-speech-consult,,linkedin.com/company/dapp-speech-consult,lagos,dapp speech consult,lagos,1-10,,6.455,3.3841
nigeria,2018,gokada,internet,linkedin.com/company/gokada,,gokada inc.,lagos,11-50,gokada.ng,,
nigeria,2018,cryptotvplus,internet,linkedin.com/company/cryptotvplus,lagos,cryptotvplus,lagos,11-50,,6.455,3.3841
nigeria,2018,digital-rights-lawyers-initiative,legal services,linkedin.com/company/digital-rights-lawyers-initiative,lagos,digital rights lawyers initiative,lagos,1-10,digitalrightslawyers.org,6.455,3.3841
